candidate_id,family,status,pair_kind,candidate_file,base_file,target,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,q3_scale,s4_mode,local_delta,q3_local_target_delta,subject_half_delta,subject_half_win_rate,geometry_delta,geometry_win_rate,geometry_vs_ungated_delta,keep_abs_share_oof,anchor,anchor_scale,e222_tail_survival_score,e222_decision
e224_q3s0p75_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,0.75,closer,-0.0011834095631464425,-0.004853731320486054,-0.0011890063504061922,0.9653846153846154,-0.0005561385446014172,0.875,0.0005021175049618465,0.6146834053738496,e154,0.5,-0.04568403438454463,expected_bad_or_neutral
e224_q3s0p75_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p75_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00012823155753145462,-0.00020414602557434743,-0.00014297005567831522,-3.7578591341701136e-05,0.0003455726165279727,-0.0034679766607043504,0.002665378405018893,0.006133355065723243,0.00011800618610035448,0.0005352310065476063,0.00097113814633402,0.001870494695479457,0.47716046097981735,0.45547827129113494,0.0094628409875791,0.042933485460062704,0.2065108256756203,2.678290443245747,1,1,2,0.9202585414390533,4.173941398288924,0.01924007086428792,0.08726561577019869,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e95,0.5,0.11792204096090056,expected_good_but_low_support
e224_q3s0p75_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p75_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e95,0.5,0.5133966230779363,expected_good_but_low_support
e224_q3s0p75_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00012823155753145462,-0.00020414602557434743,-0.00014297005567831522,-3.7578591341701136e-05,0.0003455726165279727,-0.0034679766607043504,0.002665378405018893,0.006133355065723243,0.00011800618610035448,0.0005352310065476063,0.00097113814633402,0.001870494695479457,0.47716046097981735,0.45547827129113494,0.0094628409875791,0.042933485460062704,0.2065108256756203,2.678290443245747,1,1,2,0.9202585414390533,4.173941398288924,0.01924007086428792,0.08726561577019869,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e95,0.5,0.11792204096090056,expected_good_but_low_support
e224_q3s0p75_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e95,0.5,0.5133966230779363,expected_good_but_low_support
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p75_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3,250,250,Q3,-0.0001259876157131814,-0.00020190208375607443,-0.0001407261138600419,-3.533464952342792e-05,0.0003478165583462471,-0.003465732718886079,0.002667622346837168,0.006133355065723246,0.00011800618610035448,0.0005352310065476059,0.0009711381463340195,0.001870494695479457,0.47716046097981735,0.4554782712911349,0.009465590544841111,0.042933485460062724,0.2065108256756203,2.680545255513967,1,1,2,0.9366490938998548,4.2482826864990635,0.01924007086428791,0.08726561577019859,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,0.11535028809341127,expected_good_but_low_support
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p75_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,S4,108,108,S4,-0.0005062204152830968,-0.0005971545974724358,-0.0004251605029870035,-0.0004963461453898511,-0.0004122745569118089,-0.0023932195640760353,0.0012482072755176754,0.003641426839593711,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.001575604474355616,0.4847678600059551,0.48179677035513946,0.011382561504022013,0.059004601567490704,0.14789051018904398,1.2542540342166177,1,1,7,0.16694084318568533,0.8011914081802252,0.023207623464047672,0.11137926566595387,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,0.5125797693541247,expected_good_but_low_support
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726644e-05,-8.82003675796819e-06,-7.047573884249132e-06,-3.6776674356962634e-05,-4.8300741848292806e-05,-0.00024541525891432305,0.00022564089182660542,0.0004710561507409285,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478448,0.002372458550467887,0.011776403768523225,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188746,3.5959327863382717,0.02845763472495409,0.13395806433700608,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,0.02252257255491811,expected_good_tail_unclear
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00012745514686738602,-0.0002105639920669688,-0.00015007017905815503,-2.1731269477034084e-05,0.00036758932911660304,-0.0036415119053107227,0.0027915978061367154,0.0064331097114474385,0.00011800618610035448,0.0005245680871657684,0.000965390640606365,0.0018958630603879223,0.47798972927250033,0.45375457343899694,0.009953971366881196,0.045031767980132066,0.2065108256756203,2.805121295904234,1,1,2,0.9258644236873153,4.115707368895575,0.018343568102121375,0.08154191529367552,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,0.1166887730814391,expected_good_but_low_support
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,S4,122,122,S4,-0.0005290005522904678,-0.0006355367764873456,-0.00043025592152530864,-0.0005212089588587493,-0.00043230960898642094,-0.0025200098166219213,0.0013027423479524307,0.003822752164574351,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016165181661266694,0.4813916177499315,0.4791686254781981,0.010486709903971212,0.05483455973774685,0.16929496819948486,1.3090532938822204,1,1,7,0.1828731206601051,0.7943841993299146,0.025306370296450692,0.10992857032967944,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,0.5348342773861073,expected_good_but_low_support
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,-0.14746135165950913,expected_bad_or_neutral
e224_q3s0p75_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p75_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,0.75,toward,-0.001186329968114297,-0.004853731320486054,-0.0011964620092489579,0.9807692307692307,-0.0005953224042733046,0.875,0.00046293364528995906,0.6301358807448703,e154,0.5,-0.04568403438454463,expected_bad_or_neutral
e224_q3s0p875_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013925135815696425,-0.00022781823754033958,-0.0001564462726616351,-3.348956426891798e-05,0.0004135201782457027,-0.0040356206451920085,0.003119960264818441,0.007155580910010451,0.00013767388378374695,0.0006244361743055406,0.001132994504056357,0.0021822438113927,0.47716046097981735,0.45547827129113483,0.011049765860510844,0.050089066370073154,0.24092929662155704,3.1350744587841994,1,1,2,0.9886717487420182,4.48423758712411,0.019240070864287924,0.08726561577019869,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e95,0.5,0.12757357744035083,expected_good_but_low_support
e224_q3s0p875_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e95,0.5,0.5062661487391001,expected_good_but_low_support
e224_q3s0p875_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013925135815696425,-0.00022781823754033958,-0.0001564462726616351,-3.348956426891798e-05,0.0004135201782457027,-0.0040356206451920085,0.003119960264818441,0.007155580910010451,0.00013767388378374695,0.0006244361743055406,0.001132994504056357,0.0021822438113927,0.47716046097981735,0.45547827129113483,0.011049765860510844,0.050089066370073154,0.24092929662155704,3.1350744587841994,1,1,2,0.9886717487420182,4.48423758712411,0.019240070864287924,0.08726561577019869,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e95,0.5,0.12757357744035083,expected_good_but_low_support
e224_q3s0p875_s4closer_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,104,104,S4,-0.0005000946858844218,-0.0005939064864150901,-0.00042936803945037484,-0.00047700953178780035,-0.0003877063061624237,-0.002309508611591996,0.0011758798479893264,0.003485388459581322,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015686521903091504,0.4846307264164406,0.4808573142733917,0.011216271610496664,0.05864836350257033,0.1478905101890442,1.18157622697958,1,1,7,0.1689857248047206,0.811005313229778,0.024246612377697385,0.11636563673564314,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e95,0.5,0.5062661487391001,expected_good_but_low_support
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3,250,250,Q3,-0.0001366319623807002,-0.00022519884176407524,-0.00015382687688537074,-3.087016849265449e-05,0.0004161395740219662,-0.004033001249415746,0.0031225796605947073,0.007155580910010455,0.00013767388378374695,0.0006244361743055405,0.0011329945040563568,0.002182243811392699,0.47716046097981735,0.4554782712911348,0.01105294388561692,0.050089066370073175,0.24092929662155704,3.1377065438425324,1,1,1,1.007625751580319,4.570205707546395,0.019240070864287914,0.08726561577019862,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,0.12457510160732077,expected_good_but_low_support
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4closer_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,S4,105,105,S4,-0.0005109802247601395,-0.0006019144069494785,-0.00042992031246404615,-0.0005011059548668938,-0.0004176887667578728,-0.0023394910721874444,0.0011851376375029141,0.0035246287096903587,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.0015686521903091498,0.4849040845775539,0.48121887494131516,0.011224958920201276,0.058743811828172655,0.14789051018904398,1.1908788645086954,1,1,7,0.16538577986034095,0.7937282652388882,0.023976670998799226,0.11507011965690797,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,0.5172239997484025,expected_good_but_low_support
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726644e-05,-8.82003675796819e-06,-7.047573884249132e-06,-3.6776674356962634e-05,-4.8300741848292806e-05,-0.00024541525891432305,0.00022564089182660542,0.0004710561507409285,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478448,0.002372458550467887,0.011776403768523225,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188746,3.5959327863382717,0.02845763472495409,0.13395806433700608,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,0.02252257255491811,expected_good_tail_unclear
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013809949353490474,-0.00023386075007496965,-0.00016317094208348392,-1.7266788446260666e-05,0.00043591234479232213,-0.004197520219263842,0.0032352949033177068,0.00743281512258155,0.00013767388378374695,0.0006111604479870749,0.0011272469983287022,0.002205196711873854,0.47980084038361137,0.4538515140251425,0.011507737739434809,0.05202970585807085,0.24092929662155704,3.250967819173903,1,1,2,0.9969180933234182,4.425508250199366,0.018522441566652385,0.08222462659273139,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,0.1259314344734649,expected_good_but_low_support
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S4,119,119,S4,-0.0005337603617675105,-0.0006402965859643883,-0.0004350157310023514,-0.000525968768335792,-0.00043772381883248494,-0.00246628132473333,0.0012396727099376692,0.0037059540346709987,9.673998182827695e-05,0.00042022968017634585,0.0007611160528463043,0.0016101638684489826,0.4814267005503499,0.47853617587100444,0.010325064306481047,0.0544993240392794,0.16929496819948486,1.2456781241742978,1,1,7,0.181242349109494,0.787300276072926,0.026103934620674587,0.11339311719597524,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,0.5394675969417114,expected_good_but_low_support
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S2,39,39,S2,1.3795019400186596e-06,1.3988457607493298e-05,1.443656393261778e-07,-9.994317426763495e-06,1.4177816437921377e-05,-0.00011522897039603318,0.00015553447873140324,0.0002707634491274364,1.2205057372968209e-05,5.789785659192072e-05,0.00011407912004707762,0.00025975999591317325,0.5233263033263034,0.5693345142712768,0.001885202959710155,0.012149641948025992,0.021358850402694363,0.15628794290414214,1,2,1,8.847437628687292,41.97011610664177,0.045076458481749605,0.21383187715514274,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,-0.14746135165950913,expected_bad_or_neutral
e224_q3s0p875_s4closer_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4closer_e154_a0p5,submission_e95_hardtail_541e3973.csv,S3,56,56,S3,1.0578703208162818e-05,-4.048977145283603e-06,2.2142166223860398e-06,3.357087014738598e-05,6.209661922152883e-05,-0.00018677906828281222,0.00012080064623158431,0.00030757971451439653,1.2575867360216288e-05,6.145567636423961e-05,0.00011965928672656194,0.0002528493066345503,0.4271043065494596,0.35835244595840354,0.0017005999180347187,0.009611866078574895,0.02200776788037853,0.12138584740190737,1,2,1,1.1887910184031256,5.80937711881535,0.04088653043998994,0.1998040620502726,False,0.875,closer,-0.001255466329190158,-0.005358128682791841,-0.0012607032594499485,0.9615384615384616,-0.0005942279772874065,0.875,0.0004640280722758572,0.6756344743103487,e154,0.5,-0.04568403438454463,expected_bad_or_neutral
e224_q3s0p875_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013925135815696425,-0.00022781823754033958,-0.0001564462726616351,-3.348956426891798e-05,0.0004135201782457027,-0.0040356206451920085,0.003119960264818441,0.007155580910010451,0.00013767388378374695,0.0006244361743055406,0.001132994504056357,0.0021822438113927,0.47716046097981735,0.45547827129113483,0.011049765860510844,0.050089066370073154,0.24092929662155704,3.1350744587841994,1,1,2,0.9886717487420182,4.48423758712411,0.019240070864287924,0.08726561577019869,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e95,0.5,0.12757357744035083,expected_good_but_low_support
e224_q3s0p875_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e95,0.5,0.5133966230779363,expected_good_but_low_support
e224_q3s0p875_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013925135815696425,-0.00022781823754033958,-0.0001564462726616351,-3.348956426891798e-05,0.0004135201782457027,-0.0040356206451920085,0.003119960264818441,0.007155580910010451,0.00013767388378374695,0.0006244361743055406,0.001132994504056357,0.0021822438113927,0.47716046097981735,0.45547827129113483,0.011049765860510844,0.050089066370073154,0.24092929662155704,3.1350744587841994,1,1,2,0.9886717487420182,4.48423758712411,0.019240070864287924,0.08726561577019869,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e95,0.5,0.12757357744035083,expected_good_but_low_support
e224_q3s0p875_s4toward_e95_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4toward_e95_a0p5,submission_e95_hardtail_541e3973.csv,S4,108,108,S4,-0.0005070372690069084,-0.0005979714511962474,-0.00042597735671081504,-0.0004971629991136628,-0.0004130914106356205,-0.0023940364177998472,0.0012473904217938643,0.0036414268395937115,8.45088629651681e-05,0.00040557944737024294,0.000745142147755917,0.0015756044743556166,0.4847678600059551,0.48179677035513946,0.011377607016259842,0.059004601567490704,0.1478905101890442,1.2534332233636847,1,1,7,0.16667189599432908,0.7999006624594234,0.023207623464047707,0.11137926566595391,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e95,0.5,0.5133966230779363,expected_good_but_low_support
e224_q3s0p875_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,Q3,250,250,Q3,-0.0001366319623807002,-0.00022519884176407524,-0.00015382687688537074,-3.087016849265449e-05,0.0004161395740219662,-0.004033001249415746,0.0031225796605947073,0.007155580910010455,0.00013767388378374695,0.0006244361743055405,0.0011329945040563568,0.002182243811392699,0.47716046097981735,0.4554782712911348,0.01105294388561692,0.050089066370073175,0.24092929662155704,3.1377065438425324,1,1,1,1.007625751580319,4.570205707546395,0.019240070864287914,0.08726561577019862,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e154,0.5,0.12457510160732077,expected_good_but_low_support
e224_q3s0p875_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,graft_vs_anchor,e224_q3s0p875_s4toward_e154_a0p5,submission_e154_s3repair_9f2e2e73.csv,S4,108,108,S4,-0.0005062204152830968,-0.0005971545974724358,-0.0004251605029870035,-0.0004963461453898511,-0.0004122745569118089,-0.0023932195640760353,0.0012482072755176754,0.003641426839593711,8.450886296516796e-05,0.0004055794473702427,0.0007451421477559167,0.001575604474355616,0.4847678600059551,0.48179677035513946,0.011382561504022013,0.059004601567490704,0.14789051018904398,1.2542540342166177,1,1,7,0.16694084318568533,0.8011914081802252,0.023207623464047672,0.11137926566595387,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e154,0.5,0.5125797693541247,expected_good_but_low_support
e224_q3s0p875_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q1,70,70,Q1,-1.7548094999726644e-05,-8.82003675796819e-06,-7.047573884249132e-06,-3.6776674356962634e-05,-4.8300741848292806e-05,-0.00024541525891432305,0.00022564089182660542,0.0004710561507409285,1.3405143872728255e-05,6.310177014729573e-05,0.00012360538679918659,0.00029419772141744624,0.5151859422401982,0.5162632659478448,0.002372458550467887,0.011776403768523225,0.023459001777274335,0.22673397632647246,1,2,2,0.7639087817188746,3.5959327863382717,0.02845763472495409,0.13395806433700608,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e154,0.5,0.02252257255491811,expected_good_tail_unclear
e224_q3s0p875_s4toward_e154_a0p5,e224_q3_scale_pareto,generated,actual_vs_e95,e224_q3s0p875_s4toward_e154_a0p5,submission_e95_hardtail_541e3973.csv,Q3,250,250,Q3,-0.00013809949353490474,-0.00023386075007496965,-0.00016317094208348392,-1.7266788446260666e-05,0.00043591234479232213,-0.004197520219263842,0.0032352949033177068,0.00743281512258155,0.00013767388378374695,0.0006111604479870749,0.0011272469983287022,0.002205196711873854,0.47980084038361137,0.4538515140251425,0.011507737739434809,0.05202970585807085,0.24092929662155704,3.250967819173903,1,1,2,0.9969180933234182,4.425508250199366,0.018522441566652385,0.08222462659273139,False,0.875,toward,-0.0012583867341580124,-0.005358128682791841,-0.0012681589182927167,0.9769230769230769,-0.0006334118369592939,0.875,0.00042484421260396976,0.6910869496813695,e154,0.5,0.1259314344734649,expected_good_but_low_support
